timestamp,conversation,bt_level_avg,bt_level_std,bt_total_devices_around,bt_total_far,bt_total_farther,bt_total_near,bt_total_nearer,wifi_level_avg,wifi_level_std,wifi_total_devices_around,wifi_total_far,wifi_total_near,wifi_total_nearer,phone_in_dark,phone_charging,phone_locked,activity_inference_0,activity_inference_1,activity_inference_2,activity_inference_3,audio_inference_0,audio_inference_1,audio_inference_2,audio_inference_3,STRESSED
2013-03-27 04:00:00,0.0,,,,,,,,-84.22222222222223,16.08805442453438,5.0,4.0,1.0,1.0,0.0,0.0,0.0,473.0,0.0,0.0,0.0,473.0,0.0,0.0,0,
2013-03-27 04:10:00,0.0,,,,,,,,-83.0,14.514557227614555,6.0,5.0,1.0,1.0,0.0,0.0,67.0,596.0,0.0,0.0,4.0,600.0,0.0,0.0,0,
2013-03-27 04:20:00,0.0,,,,,,,,-84.3,11.81929138349074,7.0,6.0,2.0,0.0,0.0,0.0,600.0,600.0,0.0,0.0,0.0,600.0,0.0,0.0,0,
2013-03-27 04:30:00,0.0,,,,,,,,-83.0,11.42828030482821,7.0,5.0,2.0,0.0,0.0,0.0,600.0,600.0,0.0,0.0,0.0,600.0,0.0,0.0,0,
2013-03-27 04:40:00,0.0,-92.0,,1.0,0.0,1.0,0.0,0.0,-82.7,12.96888409847603,5.0,4.0,1.0,1.0,0.0,0.0,600.0,600.0,0.0,0.0,0.0,600.0,0.0,0.0,0,
2013-03-27 04:50:00,0.0,,,,,,,,-79.81818181818181,15.013184241563977,4.0,3.0,1.0,1.0,0.0,0.0,600.0,600.0,0.0,0.0,0.0,600.0,0.0,0.0,0,
2013-03-27 05:00:00,0.0,-90.0,,1.0,1.0,0.0,0.0,0.0,-81.66666666666667,14.471195108165729,4.0,3.0,1.0,1.0,0.0,0.0,600.0,600.0,0.0,0.0,0.0,600.0,0.0,0.0,0,
2013-03-27 05:10:00,0.0,,,,,,,,-81.3,13.56319191383093,4.0,3.0,1.0,1.0,0.0,0.0,600.0,600.0,0.0,0.0,0.0,600.0,0.0,0.0,0,
2013-03-27 05:20:00,0.0,-94.0,,1.0,0.0,1.0,0.0,0.0,-81.36363636363636,13.732009068975389,5.0,4.0,1.0,0.0,0.0,0.0,600.0,600.0,0.0,0.0,0.0,600.0,0.0,0.0,0,
2013-03-27 05:30:00,0.0,,,,,,,,-83.11111111111111,14.051910962664428,6.0,5.0,1.0,1.0,0.0,0.0,600.0,600.0,0.0,0.0,0.0,600.0,0.0,0.0,0,
2013-03-27 05:40:00,0.0,-91.0,,1.0,0.0,1.0,0.0,0.0,-84.0,14.011475909054843,6.0,5.0,1.0,1.0,0.0,0.0,600.0,600.0,0.0,0.0,0.0,600.0,0.0,0.0,0,
2013-03-27 05:50:00,0.0,,,,,,,,-82.36363636363636,14.557631580300265,5.0,4.0,1.0,1.0,0.0,0.0,600.0,600.0,0.0,0.0,0.0,600.0,0.0,0.0,0,
2013-03-27 06:00:00,0.0,-89.0,,1.0,1.0,0.0,0.0,0.0,-83.44444444444444,13.865281415487175,6.0,5.0,1.0,1.0,0.0,0.0,600.0,600.0,0.0,0.0,0.0,600.0,0.0,0.0,0,
2013-03-27 06:10:00,0.0,,,,,,,,-85.3,13.639405664885526,6.0,5.0,1.0,1.0,0.0,0.0,600.0,600.0,0.0,0.0,0.0,599.0,1.0,0.0,0,
2013-03-27 06:20:00,0.0,,,,,,,,-86.18181818181819,13.37229851247086,6.0,5.0,1.0,0.0,0.0,0.0,600.0,600.0,0.0,0.0,0.0,600.0,0.0,0.0,0,
