timestamp,conversation,bt_level_avg,bt_level_std,bt_total_devices_around,bt_total_far,bt_total_farther,bt_total_near,bt_total_nearer,wifi_level_avg,wifi_level_std,wifi_total_devices_around,wifi_total_far,wifi_total_near,wifi_total_nearer,phone_in_dark,phone_charging,phone_locked,activity_inference_0,activity_inference_1,activity_inference_2,activity_inference_3,audio_inference_0,audio_inference_1,audio_inference_2,audio_inference_3,STRESSED
2013-03-27 14:30:00,553.0,,,,,,,,-81.0,9.689651313178187,8.0,5.0,4.0,0.0,0.0,0.0,0.0,558.0,0.0,0.0,4.0,71.0,433.0,58.0,0,
2013-03-27 14:40:00,600.0,-78.0,6.8452277432633934,8.0,1.0,1.0,5.0,1.0,-79.0,7.761103094963055,6.0,3.0,5.0,0.0,0.0,0.0,0.0,600.0,0.0,0.0,0.0,100.0,472.0,28.0,0,
2013-03-27 14:50:00,600.0,,,,,,,,-78.75,11.747908810528898,10.0,5.0,5.0,0.0,0.0,0.0,0.0,595.0,0.0,0.0,5.0,172.0,401.0,27.0,0,
2013-03-27 15:00:00,600.0,-86.0,6.542170893518451,5.0,3.0,1.0,1.0,0.0,-81.66666666666667,9.319760258251115,18.0,16.0,7.0,0.0,0.0,0.0,0.0,438.0,162.0,0.0,0.0,114.0,409.0,77.0,0,
2013-03-27 15:10:00,118.0,,,,,,,,-80.72727272727273,8.711918822331363,17.0,10.0,8.0,1.0,0.0,0.0,0.0,78.0,501.0,21.0,0.0,131.0,238.0,231.0,0,
2013-03-27 15:20:00,71.0,-79.0,9.217736526212207,6.0,1.0,1.0,3.0,1.0,-76.0,12.859497138950134,6.0,3.0,2.0,1.0,0.0,0.0,0.0,600.0,0.0,0.0,0.0,564.0,30.0,6.0,0,
2013-03-27 15:30:00,0.0,,,,,,,,,,,,,,0.0,0.0,0.0,600.0,0.0,0.0,0.0,581.0,17.0,2.0,0,
2013-03-27 15:40:00,0.0,-81.0,7.632168761236874,4.0,1.0,1.0,2.0,0.0,,,,,,,0.0,0.0,0.0,600.0,0.0,0.0,0.0,374.0,41.0,185.0,0,
2013-03-27 15:50:00,0.0,,,,,,,,,,,,,,0.0,0.0,0.0,600.0,0.0,0.0,0.0,581.0,14.0,5.0,0,
2013-03-27 16:00:00,0.0,-87.0,8.64291617453276,5.0,2.0,2.0,1.0,0.0,-76.0,13.888549949317728,7.0,4.0,2.0,1.0,0.0,0.0,0.0,600.0,0.0,0.0,0.0,575.0,19.0,6.0,0,
2013-03-27 16:10:00,0.0,,,,,,,,,,,,,,0.0,0.0,0.0,600.0,0.0,0.0,0.0,585.0,11.0,4.0,0,
2013-03-27 16:20:00,0.0,-90.0,2.1213203435596424,2.0,1.0,1.0,0.0,0.0,-86.14285714285714,5.584707959008085,20.0,14.0,6.0,0.0,0.0,0.0,0.0,410.0,190.0,0.0,0.0,114.0,37.0,449.0,0,
