timestamp,conversation,bt_level_avg,bt_level_std,bt_total_devices_around,bt_total_far,bt_total_farther,bt_total_near,bt_total_nearer,wifi_level_avg,wifi_level_std,wifi_total_devices_around,wifi_total_far,wifi_total_near,wifi_total_nearer,phone_in_dark,phone_charging,phone_locked,activity_inference_0,activity_inference_1,activity_inference_2,activity_inference_3,audio_inference_0,audio_inference_1,audio_inference_2,STRESSED
2013-03-27 04:00:00,0.0,,,,,,,,-73.25,12.662339195835278,10.0,4.0,5.0,3.0,0.0,600.0,130.0,507.0,0.0,0.0,93.0,489.0,11.0,100.0,
2013-03-27 04:10:00,239.0,,,,,,,,-72.0,14.863584567120029,8.0,4.0,2.0,3.0,0.0,600.0,600.0,600.0,0.0,0.0,0.0,105.0,320.0,175.0,
2013-03-27 04:20:00,600.0,,,,,,,,-72.75,14.163548018298915,9.0,4.0,4.0,3.0,0.0,600.0,600.0,600.0,0.0,0.0,0.0,200.0,325.0,75.0,
2013-03-27 04:30:00,600.0,,,,,,,,-72.0,13.46849915792917,8.0,4.0,4.0,1.0,0.0,600.0,600.0,600.0,0.0,0.0,0.0,251.0,303.0,46.0,
2013-03-27 04:40:00,4.0,,,,,,,,-72.0,14.105018878571311,7.0,3.0,3.0,1.0,0.0,600.0,600.0,600.0,0.0,0.0,0.0,600.0,0.0,0.0,
2013-03-27 04:50:00,0.0,,,,,,,,-76.0,12.825347480671212,9.0,4.0,4.0,1.0,0.0,600.0,600.0,600.0,0.0,0.0,0.0,600.0,0.0,0.0,
2013-03-27 05:00:00,0.0,,,,,,,,-75.0,12.963470933402135,9.0,4.0,4.0,1.0,0.0,600.0,600.0,600.0,0.0,0.0,0.0,599.0,0.0,1.0,
2013-03-27 05:10:00,0.0,,,,,,,,-77.0,13.787517504783272,9.0,4.0,4.0,1.0,0.0,600.0,600.0,600.0,0.0,0.0,0.0,600.0,0.0,0.0,
2013-03-27 05:20:00,0.0,,,,,,,,-77.66666666666667,13.539987926430223,10.0,5.0,4.0,1.0,0.0,600.0,600.0,600.0,0.0,0.0,0.0,600.0,0.0,0.0,
2013-03-27 05:30:00,0.0,,,,,,,,-75.66666666666667,13.10352005641468,10.0,5.0,4.0,1.0,0.0,600.0,600.0,600.0,0.0,0.0,0.0,600.0,0.0,0.0,
2013-03-27 05:40:00,0.0,,,,,,,,-73.66666666666667,12.685897180032642,8.0,3.0,4.0,1.0,0.0,600.0,600.0,600.0,0.0,0.0,0.0,600.0,0.0,0.0,
2013-03-27 05:50:00,0.0,,,,,,,,-77.0,12.781506001255618,10.0,5.0,4.0,1.0,0.0,600.0,600.0,600.0,0.0,0.0,0.0,600.0,0.0,0.0,
2013-03-27 06:00:00,0.0,,,,,,,,-76.0,13.05797431433297,10.0,5.0,4.0,1.0,0.0,600.0,600.0,600.0,0.0,0.0,0.0,600.0,0.0,0.0,
2013-03-27 06:10:00,0.0,,,,,,,,-75.66666666666667,13.415658363827795,9.0,4.0,4.0,1.0,0.0,600.0,600.0,600.0,0.0,0.0,0.0,600.0,0.0,0.0,
2013-03-27 06:20:00,0.0,,,,,,,,-76.66666666666667,13.058689007794795,10.0,5.0,4.0,1.0,0.0,600.0,600.0,600.0,0.0,0.0,0.0,600.0,0.0,0.0,
2013-03-27 06:30:00,0.0,,,,,,,,-77.5,13.03476210905771,11.0,6.0,4.0,1.0,0.0,600.0,600.0,600.0,0.0,0.0,0.0,600.0,0.0,0.0,
2013-03-27 06:40:00,0.0,,,,,,,,-77.2,13.154557311604467,11.0,6.0,4.0,1.0,0.0,600.0,600.0,600.0,0.0,0.0,0.0,599.0,1.0,0.0,
2013-03-27 06:50:00,0.0,,,,,,,,-74.66666666666667,13.311078374812736,9.0,4.0,4.0,1.0,0.0,600.0,600.0,600.0,0.0,0.0,0.0,600.0,0.0,0.0,
2013-03-27 07:00:00,0.0,,,,,,,,-75.33333333333333,13.253196783539034,9.0,4.0,4.0,2.0,0.0,600.0,600.0,600.0,0.0,0.0,0.0,600.0,0.0,0.0,
2013-03-27 07:10:00,0.0,,,,,,,,-75.66666666666667,12.613065394921344,10.0,5.0,4.0,1.0,0.0,600.0,600.0,600.0,0.0,0.0,0.0,600.0,0.0,0.0,
2013-03-27 07:20:00,0.0,,,,,,,,-75.66666666666667,13.032025776667384,10.0,5.0,4.0,1.0,0.0,600.0,600.0,600.0,0.0,0.0,0.0,600.0,0.0,0.0,
2013-03-27 07:30:00,0.0,,,,,,,,-77.5,12.917108563371887,11.0,6.0,4.0,1.0,0.0,600.0,600.0,600.0,0.0,0.0,0.0,600.0,0.0,0.0,
2013-03-27 07:40:00,0.0,,,,,,,,-78.25,11.627352752054074,11.0,6.0,4.0,1.0,0.0,600.0,600.0,600.0,0.0,0.0,0.0,600.0,0.0,0.0,
2013-03-27 07:50:00,0.0,,,,,,,,-78.0,12.877224064438877,11.0,6.0,4.0,1.0,0.0,600.0,600.0,600.0,0.0,0.0,0.0,600.0,0.0,0.0,
2013-03-27 08:00:00,0.0,,,,,,,,-75.33333333333333,13.269328854801318,9.0,5.0,4.0,1.0,0.0,600.0,600.0,600.0,0.0,0.0,0.0,600.0,0.0,0.0,
2013-03-27 08:10:00,0.0,,,,,,,,-76.33333333333333,13.127639564381683,10.0,5.0,4.0,1.0,0.0,600.0,600.0,600.0,0.0,0.0,0.0,600.0,0.0,0.0,
2013-03-27 08:20:00,0.0,,,,,,,,-75.5,13.138620169585966,9.0,4.0,5.0,1.0,0.0,600.0,600.0,600.0,0.0,0.0,0.0,600.0,0.0,0.0,
2013-03-27 08:30:00,0.0,,,,,,,,-76.0,12.988990990704597,10.0,5.0,4.0,1.0,0.0,600.0,600.0,600.0,0.0,0.0,0.0,600.0,0.0,0.0,
2013-03-27 08:40:00,0.0,,,,,,,,-77.0,13.009645648983271,10.0,5.0,4.0,1.0,0.0,600.0,600.0,600.0,0.0,0.0,0.0,600.0,0.0,0.0,
2013-03-27 08:50:00,0.0,,,,,,,,-76.33333333333333,13.686654158160364,11.0,6.0,4.0,1.0,0.0,600.0,600.0,600.0,0.0,0.0,0.0,600.0,0.0,0.0,
2013-03-27 09:00:00,0.0,,,,,,,,-77.5,13.371865760847323,11.0,6.0,4.0,1.0,0.0,600.0,600.0,600.0,0.0,0.0,0.0,600.0,0.0,0.0,
2013-03-27 09:10:00,0.0,,,,,,,,-79.0,12.799603532461077,12.0,7.0,5.0,1.0,0.0,600.0,600.0,600.0,0.0,0.0,0.0,600.0,0.0,0.0,
2013-03-27 09:20:00,0.0,,,,,,,,-76.66666666666667,12.985335774320527,12.0,7.0,4.0,1.0,0.0,600.0,600.0,600.0,0.0,0.0,0.0,600.0,0.0,0.0,
2013-03-27 09:30:00,0.0,,,,,,,,-77.5,13.296370769684406,10.0,5.0,4.0,1.0,0.0,600.0,600.0,600.0,0.0,0.0,0.0,600.0,0.0,0.0,
2013-03-27 09:40:00,0.0,,,,,,,,-76.6,13.295512493878487,10.0,5.0,4.0,1.0,0.0,600.0,600.0,600.0,0.0,0.0,0.0,600.0,0.0,0.0,
2013-03-27 09:50:00,0.0,,,,,,,,-75.33333333333333,14.510245324622796,8.0,4.0,3.0,1.0,0.0,600.0,600.0,600.0,0.0,0.0,0.0,600.0,0.0,0.0,
2013-03-27 10:00:00,0.0,,,,,,,,-78.33333333333333,13.169919135803658,12.0,7.0,4.0,1.0,0.0,600.0,600.0,600.0,0.0,0.0,0.0,600.0,0.0,0.0,
2013-03-27 10:10:00,0.0,,,,,,,,-77.33333333333333,12.527148202985167,12.0,7.0,4.0,1.0,0.0,600.0,600.0,600.0,0.0,0.0,0.0,600.0,0.0,0.0,
2013-03-27 10:20:00,0.0,,,,,,,,-76.66666666666667,13.181891618492491,10.0,5.0,4.0,1.0,0.0,600.0,600.0,600.0,0.0,0.0,0.0,600.0,0.0,0.0,
2013-03-27 10:30:00,0.0,,,,,,,,-77.0,13.95109890452335,10.0,5.0,4.0,1.0,0.0,600.0,600.0,600.0,0.0,0.0,0.0,598.0,2.0,0.0,
2013-03-27 10:40:00,0.0,,,,,,,,-74.5,13.448275340138899,9.0,4.0,4.0,1.0,0.0,600.0,600.0,600.0,0.0,0.0,0.0,600.0,0.0,0.0,
2013-03-27 10:50:00,0.0,,,,,,,,-77.0,13.095443265030692,10.0,5.0,4.0,1.0,0.0,600.0,600.0,600.0,0.0,0.0,0.0,600.0,0.0,0.0,
2013-03-27 11:00:00,0.0,,,,,,,,-77.75,12.846999186306194,11.0,6.0,4.0,1.0,0.0,600.0,600.0,600.0,0.0,0.0,0.0,600.0,0.0,0.0,
