timestamp,conversation,bt_level_avg,bt_level_std,bt_total_devices_around,bt_total_far,bt_total_farther,bt_total_near,bt_total_nearer,wifi_level_avg,wifi_level_std,wifi_total_devices_around,wifi_total_far,wifi_total_near,wifi_total_nearer,phone_in_dark,phone_charging,phone_locked,activity_inference_0,activity_inference_1,activity_inference_2,activity_inference_3,audio_inference_0,audio_inference_1,audio_inference_2,STRESSED
2013-03-27 04:00:00,0.0,,,,,,,,-84.2,7.695360735360515,8.0,5.0,3.0,0.0,517.0,583.0,583.0,540.0,0.0,0.0,43.0,583.0,0.0,0.0,
2013-03-27 04:10:00,0.0,,,,,,,,-84.8,8.254892198214431,8.0,5.0,3.0,0.0,600.0,600.0,600.0,600.0,0.0,0.0,0.0,600.0,0.0,0.0,
2013-03-27 04:20:00,0.0,,,,,,,,-84.1,7.197524812787651,8.0,6.0,3.0,0.0,600.0,600.0,600.0,600.0,0.0,0.0,0.0,600.0,0.0,0.0,
2013-03-27 04:30:00,0.0,,,,,,,,-85.45454545454545,6.939134892745186,10.0,6.0,4.0,0.0,600.0,600.0,600.0,600.0,0.0,0.0,0.0,600.0,0.0,0.0,
2013-03-27 04:40:00,0.0,,,,,,,,-84.5,6.62288512768332,9.0,8.0,3.0,0.0,600.0,600.0,600.0,600.0,0.0,0.0,0.0,600.0,0.0,0.0,
2013-03-27 04:50:00,0.0,,,,,,,,-84.5,7.645726603139709,8.0,6.0,3.0,0.0,600.0,600.0,600.0,600.0,0.0,0.0,0.0,600.0,0.0,0.0,
2013-03-27 05:00:00,0.0,,,,,,,,-83.54545454545455,7.3008153665354,9.0,6.0,5.0,0.0,600.0,600.0,600.0,600.0,0.0,0.0,0.0,600.0,0.0,0.0,
2013-03-27 05:10:00,0.0,,,,,,,,-83.5,6.824912776991073,8.0,6.0,4.0,0.0,600.0,600.0,600.0,600.0,0.0,0.0,0.0,600.0,0.0,0.0,
2013-03-27 05:20:00,0.0,,,,,,,,-84.27272727272727,6.986402441887545,10.0,7.0,3.0,0.0,600.0,600.0,600.0,600.0,0.0,0.0,0.0,600.0,0.0,0.0,
2013-03-27 05:30:00,0.0,,,,,,,,-84.6,7.395118537012768,10.0,7.0,3.0,0.0,600.0,600.0,600.0,600.0,0.0,0.0,0.0,600.0,0.0,0.0,
2013-03-27 05:40:00,0.0,,,,,,,,-83.5,7.725510160088996,9.0,6.0,3.0,0.0,600.0,600.0,600.0,600.0,0.0,0.0,0.0,600.0,0.0,0.0,
2013-03-27 05:50:00,0.0,,,,,,,,-84.1,7.501983587626986,8.0,6.0,3.0,0.0,600.0,600.0,600.0,600.0,0.0,0.0,0.0,600.0,0.0,0.0,
2013-03-27 06:00:00,0.0,,,,,,,,-84.27272727272727,6.957914728842005,8.0,6.0,4.0,0.0,600.0,600.0,600.0,600.0,0.0,0.0,0.0,600.0,0.0,0.0,
2013-03-27 06:10:00,0.0,,,,,,,,-85.7,6.269638397843437,9.0,6.0,3.0,0.0,600.0,600.0,582.0,600.0,0.0,0.0,0.0,600.0,0.0,0.0,
2013-03-27 06:20:00,0.0,,,,,,,,-84.36363636363636,7.188530151596653,9.0,7.0,4.0,0.0,600.0,600.0,600.0,600.0,0.0,0.0,0.0,600.0,0.0,0.0,
2013-03-27 06:30:00,0.0,,,,,,,,-85.0,7.425371704147456,10.0,7.0,3.0,0.0,600.0,600.0,600.0,600.0,0.0,0.0,0.0,600.0,0.0,0.0,
2013-03-27 06:40:00,0.0,,,,,,,,-83.5,7.2216340682204585,9.0,6.0,4.0,0.0,600.0,600.0,600.0,600.0,0.0,0.0,0.0,600.0,0.0,0.0,
2013-03-27 06:50:00,0.0,,,,,,,,-84.5,7.348733850216204,8.0,6.0,3.0,0.0,600.0,600.0,600.0,600.0,0.0,0.0,0.0,600.0,0.0,0.0,
2013-03-27 07:00:00,0.0,,,,,,,,-84.63636363636364,7.735209371559131,10.0,8.0,3.0,0.0,600.0,600.0,600.0,600.0,0.0,0.0,0.0,600.0,0.0,0.0,
2013-03-27 07:10:00,0.0,,,,,,,,-82.81818181818181,8.383301852055604,9.0,6.0,4.0,0.0,600.0,600.0,600.0,600.0,0.0,0.0,0.0,600.0,0.0,0.0,
2013-03-27 07:20:00,0.0,,,,,,,,-83.7,7.333850217093716,9.0,7.0,3.0,0.0,600.0,600.0,600.0,600.0,0.0,0.0,0.0,600.0,0.0,0.0,
2013-03-27 07:30:00,0.0,,,,,,,,-84.6,7.985356386421586,10.0,7.0,3.0,0.0,600.0,600.0,600.0,600.0,0.0,0.0,0.0,600.0,0.0,0.0,
2013-03-27 07:40:00,0.0,,,,,,,,-84.9,7.276361590647914,8.0,7.0,3.0,0.0,600.0,600.0,600.0,600.0,0.0,0.0,0.0,600.0,0.0,0.0,
2013-03-27 07:50:00,0.0,,,,,,,,-83.8,8.163025588373968,10.0,7.0,4.0,0.0,600.0,600.0,600.0,600.0,0.0,0.0,0.0,600.0,0.0,0.0,
2013-03-27 08:00:00,0.0,,,,,,,,-84.9090909090909,6.492727416948807,10.0,7.0,4.0,0.0,600.0,600.0,600.0,600.0,0.0,0.0,0.0,600.0,0.0,0.0,
2013-03-27 08:10:00,0.0,,,,,,,,-84.45454545454545,7.759272028946353,9.0,7.0,3.0,0.0,600.0,600.0,600.0,600.0,0.0,0.0,0.0,600.0,0.0,0.0,
2013-03-27 08:20:00,0.0,,,,,,,,-84.1,7.533343203037281,10.0,7.0,5.0,0.0,600.0,600.0,600.0,600.0,0.0,0.0,0.0,600.0,0.0,0.0,
2013-03-27 08:30:00,0.0,,,,,,,,-84.3,7.745356175431963,11.0,8.0,3.0,0.0,600.0,600.0,600.0,600.0,0.0,0.0,0.0,600.0,0.0,0.0,
2013-03-27 08:40:00,0.0,,,,,,,,-84.4,7.969939331532534,10.0,9.0,3.0,0.0,600.0,600.0,600.0,600.0,0.0,0.0,0.0,600.0,0.0,0.0,
2013-03-27 08:50:00,0.0,,,,,,,,-84.5,7.732700987309474,9.0,6.0,3.0,0.0,600.0,600.0,600.0,600.0,0.0,0.0,0.0,600.0,0.0,0.0,
2013-03-27 09:00:00,0.0,,,,,,,,-84.0,7.81337506642986,9.0,7.0,4.0,0.0,600.0,600.0,600.0,600.0,0.0,0.0,0.0,600.0,0.0,0.0,
2013-03-27 09:10:00,0.0,,,,,,,,-82.9,7.96789158147042,11.0,7.0,4.0,0.0,600.0,600.0,600.0,600.0,0.0,0.0,0.0,600.0,0.0,0.0,
2013-03-27 09:20:00,0.0,,,,,,,,-84.6,7.340845273553926,9.0,7.0,3.0,0.0,600.0,600.0,600.0,600.0,0.0,0.0,0.0,600.0,0.0,0.0,
2013-03-27 09:30:00,0.0,,,,,,,,-83.7,7.384476030238335,10.0,6.0,4.0,0.0,600.0,600.0,600.0,600.0,0.0,0.0,0.0,600.0,0.0,0.0,
2013-03-27 09:40:00,0.0,,,,,,,,-84.7,6.096845431618042,8.0,6.0,3.0,0.0,600.0,600.0,600.0,600.0,0.0,0.0,0.0,600.0,0.0,0.0,
2013-03-27 09:50:00,0.0,,,,,,,,-84.5,7.168804788241704,8.0,5.0,4.0,0.0,600.0,600.0,600.0,600.0,0.0,0.0,0.0,600.0,0.0,0.0,
2013-03-27 10:00:00,0.0,,,,,,,,-83.58333333333333,7.676839899149216,9.0,7.0,4.0,0.0,600.0,600.0,600.0,600.0,0.0,0.0,0.0,600.0,0.0,0.0,
2013-03-27 10:10:00,0.0,,,,,,,,-83.6,7.023401952073447,8.0,6.0,4.0,0.0,600.0,600.0,600.0,600.0,0.0,0.0,0.0,600.0,0.0,0.0,
2013-03-27 10:20:00,0.0,,,,,,,,-84.4,7.271425959092985,7.0,6.0,3.0,0.0,600.0,600.0,600.0,600.0,0.0,0.0,0.0,600.0,0.0,0.0,
2013-03-27 10:30:00,0.0,,,,,,,,-83.4,7.562809987000958,9.0,6.0,3.0,0.0,600.0,600.0,600.0,600.0,0.0,0.0,0.0,600.0,0.0,0.0,
2013-03-27 10:40:00,0.0,,,,,,,,-83.7,7.957542991166283,8.0,5.0,5.0,0.0,600.0,600.0,600.0,600.0,0.0,0.0,0.0,600.0,0.0,0.0,
2013-03-27 10:50:00,0.0,,,,,,,,-83.81818181818181,7.504633681198947,9.0,6.0,4.0,0.0,600.0,600.0,600.0,600.0,0.0,0.0,0.0,600.0,0.0,0.0,
2013-03-27 11:00:00,0.0,,,,,,,,-84.72727272727273,7.889028080934896,11.0,7.0,4.0,0.0,600.0,600.0,600.0,600.0,0.0,0.0,0.0,596.0,1.0,3.0,
2013-03-27 11:10:00,0.0,,,,,,,,-84.2,6.295597578192878,10.0,8.0,3.0,0.0,600.0,600.0,600.0,600.0,0.0,0.0,0.0,600.0,0.0,0.0,
2013-03-27 11:20:00,0.0,,,,,,,,-83.7,6.346239476958326,9.0,7.0,3.0,0.0,600.0,600.0,600.0,600.0,0.0,0.0,0.0,600.0,0.0,0.0,
2013-03-27 11:30:00,0.0,,,,,,,,-83.1,6.313083979697099,10.0,7.0,4.0,0.0,600.0,600.0,600.0,600.0,0.0,0.0,0.0,600.0,0.0,0.0,
2013-03-27 11:40:00,0.0,,,,,,,,-83.4,7.062377366238437,8.0,6.0,3.0,0.0,600.0,600.0,600.0,600.0,0.0,0.0,0.0,600.0,0.0,0.0,
2013-03-27 11:50:00,0.0,,,,,,,,-83.54545454545455,7.171956797048505,8.0,7.0,4.0,0.0,600.0,600.0,600.0,600.0,0.0,0.0,0.0,600.0,0.0,0.0,
2013-03-27 12:00:00,0.0,,,,,,,,-83.45454545454545,7.360256438800155,10.0,7.0,3.0,0.0,600.0,600.0,600.0,600.0,0.0,0.0,0.0,600.0,0.0,0.0,
2013-03-27 12:10:00,0.0,,,,,,,,-82.7,7.310717379034001,10.0,8.0,3.0,0.0,600.0,600.0,600.0,600.0,0.0,0.0,0.0,600.0,0.0,0.0,
2013-03-27 12:20:00,0.0,,,,,,,,-84.1,7.042833927848902,10.0,8.0,5.0,0.0,600.0,600.0,600.0,600.0,0.0,0.0,0.0,600.0,0.0,0.0,
2013-03-27 12:30:00,0.0,,,,,,,,-83.8,6.691559017838765,8.0,6.0,3.0,0.0,600.0,600.0,600.0,600.0,0.0,0.0,0.0,600.0,0.0,0.0,
2013-03-27 12:40:00,0.0,,,,,,,,-82.36363636363636,7.33040956969839,8.0,5.0,4.0,0.0,600.0,600.0,600.0,600.0,0.0,0.0,0.0,600.0,0.0,0.0,
2013-03-27 12:50:00,0.0,,,,,,,,-81.8,6.404832077138512,8.0,5.0,3.0,0.0,600.0,600.0,600.0,600.0,0.0,0.0,0.0,600.0,0.0,0.0,
2013-03-27 13:00:00,0.0,,,,,,,,-82.27272727272727,6.891454172738848,8.0,5.0,4.0,0.0,600.0,600.0,600.0,600.0,0.0,0.0,0.0,600.0,0.0,0.0,
2013-03-27 13:10:00,0.0,,,,,,,,-81.4,5.891211001077501,9.0,6.0,5.0,0.0,600.0,600.0,182.0,595.0,0.0,0.0,5.0,600.0,0.0,0.0,
2013-03-27 13:20:00,0.0,,,,,,,,-82.0,5.945569040308326,8.0,6.0,3.0,0.0,473.0,600.0,0.0,600.0,0.0,0.0,0.0,599.0,0.0,1.0,
