timestamp,conversation,bt_level_avg,bt_level_std,bt_total_devices_around,bt_total_far,bt_total_farther,bt_total_near,bt_total_nearer,wifi_level_avg,wifi_level_std,wifi_total_devices_around,wifi_total_far,wifi_total_near,wifi_total_nearer,phone_in_dark,phone_charging,phone_locked,activity_inference_0,activity_inference_1,activity_inference_2,activity_inference_3,audio_inference_0,audio_inference_1,audio_inference_2,STRESSED
2013-03-27 04:00:00,0.0,-75.0,12.103718436910205,5.0,2.0,0.0,1.0,2.0,-67.0,18.910322307080282,12.0,4.0,6.0,2.0,0.0,0.0,0.0,484.0,0.0,0.0,74.0,558.0,0.0,0.0,
2013-03-27 04:10:00,0.0,,,,,,,,,,,,,,0.0,0.0,0.0,600.0,0.0,0.0,0.0,600.0,0.0,0.0,
2013-03-27 04:20:00,0.0,-77.0,11.519548602267365,5.0,2.0,0.0,2.0,1.0,-70.0,15.559027390339454,12.0,4.0,6.0,2.0,0.0,0.0,0.0,600.0,0.0,0.0,0.0,600.0,0.0,0.0,
2013-03-27 04:30:00,0.0,,,,,,,,,,,,,,0.0,0.0,0.0,600.0,0.0,0.0,0.0,600.0,0.0,0.0,
2013-03-27 04:40:00,0.0,-84.0,10.673732778581794,8.0,4.0,2.0,1.0,1.0,-69.5,17.67905935964091,14.0,5.0,8.0,2.0,0.0,0.0,0.0,600.0,0.0,0.0,0.0,600.0,0.0,0.0,
2013-03-27 04:50:00,0.0,,,,,,,,,,,,,,0.0,0.0,0.0,600.0,0.0,0.0,0.0,600.0,0.0,0.0,
2013-03-27 05:00:00,0.0,-79.0,11.538754575033527,7.0,2.0,1.0,2.0,2.0,-67.0,28.886752057724394,10.0,5.0,3.0,2.0,0.0,0.0,0.0,600.0,0.0,0.0,0.0,600.0,0.0,0.0,
2013-03-27 05:10:00,0.0,,,,,,,,-72.0,17.204650534085253,12.0,5.0,5.0,2.0,0.0,0.0,0.0,600.0,0.0,0.0,0.0,597.0,1.0,2.0,
2013-03-27 05:20:00,0.0,-88.0,7.72133716522259,7.0,2.0,4.0,1.0,0.0,-70.0,15.250186287982904,12.0,4.0,6.0,2.0,0.0,0.0,0.0,600.0,0.0,0.0,0.0,600.0,0.0,0.0,
2013-03-27 05:30:00,0.0,,,,,,,,,,,,,,0.0,0.0,0.0,600.0,0.0,0.0,0.0,600.0,0.0,0.0,
2013-03-27 05:40:00,0.0,-80.0,10.995670143504755,7.0,3.0,1.0,1.0,2.0,-70.5,14.988808236607525,13.0,4.0,7.0,2.0,0.0,0.0,0.0,600.0,0.0,0.0,0.0,600.0,0.0,0.0,
2013-03-27 05:50:00,0.0,,,,,,,,,,,,,,0.0,0.0,0.0,600.0,0.0,0.0,0.0,600.0,0.0,0.0,
2013-03-27 06:00:00,0.0,-79.0,10.008329864001619,6.0,2.0,1.0,1.0,2.0,-58.0,36.71209307268897,9.0,4.0,2.0,3.0,0.0,0.0,0.0,600.0,0.0,0.0,0.0,600.0,0.0,0.0,
2013-03-27 06:10:00,0.0,,,,,,,,-70.0,17.706359069982497,12.0,5.0,4.0,3.0,0.0,0.0,0.0,600.0,0.0,0.0,0.0,600.0,0.0,0.0,
2013-03-27 06:20:00,0.0,-76.0,13.221195104830727,5.0,2.0,0.0,1.0,2.0,-68.0,15.136500135884662,12.0,4.0,5.0,3.0,0.0,0.0,0.0,600.0,0.0,0.0,0.0,600.0,0.0,0.0,
2013-03-27 06:30:00,0.0,,,,,,,,,,,,,,0.0,0.0,0.0,600.0,0.0,0.0,0.0,600.0,0.0,0.0,
2013-03-27 06:40:00,0.0,-81.0,13.870832707519762,6.0,2.0,2.0,0.0,2.0,-70.0,15.067370076613935,13.0,5.0,6.0,2.0,0.0,0.0,0.0,600.0,0.0,0.0,0.0,600.0,0.0,0.0,
2013-03-27 06:50:00,0.0,,,,,,,,,,,,,,0.0,0.0,0.0,600.0,0.0,0.0,0.0,600.0,0.0,0.0,
2013-03-27 07:00:00,0.0,-78.0,9.731392500562292,6.0,3.0,0.0,2.0,1.0,-66.0,23.854101991443358,11.0,4.0,5.0,2.0,0.0,0.0,0.0,600.0,0.0,0.0,0.0,600.0,0.0,0.0,
2013-03-27 07:10:00,0.0,,,,,,,,-70.0,15.046141154341322,12.0,4.0,6.0,2.0,0.0,0.0,0.0,600.0,0.0,0.0,0.0,600.0,0.0,0.0,
2013-03-27 07:20:00,0.0,-80.0,15.829297731316657,6.0,2.0,1.0,1.0,2.0,-65.0,21.97708862070734,12.0,4.0,5.0,3.0,0.0,0.0,0.0,600.0,0.0,0.0,0.0,600.0,0.0,0.0,
2013-03-27 07:30:00,0.0,,,,,,,,,,,,,,0.0,0.0,0.0,600.0,0.0,0.0,0.0,600.0,0.0,0.0,
2013-03-27 07:40:00,0.0,-83.0,11.036735197037384,7.0,3.0,2.0,0.0,2.0,-60.0,25.544079548889602,10.0,2.0,6.0,2.0,0.0,0.0,0.0,600.0,0.0,0.0,0.0,600.0,0.0,0.0,
2013-03-27 07:50:00,0.0,,,,,,,,,,,,,,0.0,0.0,0.0,600.0,0.0,0.0,0.0,600.0,0.0,0.0,
2013-03-27 08:00:00,0.0,-83.0,14.976171549689003,8.0,2.0,3.0,1.0,2.0,-59.0,30.84182520244517,11.0,3.0,5.0,3.0,0.0,0.0,0.0,600.0,0.0,0.0,0.0,600.0,0.0,0.0,
2013-03-27 08:10:00,0.0,,,,,,,,-71.0,15.770503834969611,14.0,5.0,6.0,3.0,0.0,0.0,0.0,600.0,0.0,0.0,0.0,600.0,0.0,0.0,
2013-03-27 08:20:00,0.0,-83.0,10.87263931684877,8.0,3.0,2.0,1.0,2.0,-71.0,15.770503834969611,14.0,5.0,6.0,3.0,0.0,0.0,0.0,600.0,0.0,0.0,0.0,600.0,0.0,0.0,
2013-03-27 08:30:00,0.0,,,,,,,,,,,,,,0.0,0.0,0.0,600.0,0.0,0.0,0.0,600.0,0.0,0.0,
2013-03-27 08:40:00,0.0,-82.0,10.745984853711198,7.0,4.0,1.0,0.0,2.0,-63.0,27.73131156338699,13.0,4.0,6.0,3.0,0.0,0.0,0.0,600.0,0.0,0.0,0.0,600.0,0.0,0.0,
2013-03-27 08:50:00,0.0,,,,,,,,,,,,,,0.0,0.0,0.0,600.0,0.0,0.0,0.0,600.0,0.0,0.0,
2013-03-27 09:00:00,0.0,-83.0,11.366373407751677,9.0,4.0,2.0,1.0,2.0,-55.0,29.06009099932223,10.0,2.0,5.0,3.0,0.0,0.0,0.0,600.0,0.0,0.0,0.0,600.0,0.0,0.0,
2013-03-27 09:10:00,0.0,,,,,,,,-63.0,25.0361859327775,12.0,4.0,5.0,3.0,0.0,0.0,0.0,600.0,0.0,0.0,0.0,600.0,0.0,0.0,
2013-03-27 09:20:00,0.0,-83.0,11.795883059053152,8.0,3.0,2.0,2.0,1.0,-63.0,24.69572408087659,12.0,4.0,5.0,3.0,0.0,0.0,0.0,600.0,0.0,0.0,0.0,600.0,0.0,0.0,
2013-03-27 09:30:00,0.0,,,,,,,,,,,,,,0.0,0.0,0.0,600.0,0.0,0.0,0.0,600.0,0.0,0.0,
2013-03-27 09:40:00,0.0,-83.0,12.799972098183876,8.0,3.0,2.0,1.0,2.0,-69.0,15.237513517034799,12.0,4.0,6.0,2.0,0.0,0.0,0.0,600.0,0.0,0.0,0.0,600.0,0.0,0.0,
2013-03-27 09:50:00,0.0,,,,,,,,,,,,,,0.0,0.0,0.0,600.0,0.0,0.0,0.0,600.0,0.0,0.0,
2013-03-27 10:00:00,0.0,-82.0,14.093227012258321,7.0,3.0,2.0,0.0,2.0,-66.0,22.708128300436627,12.0,4.0,6.0,2.0,0.0,0.0,0.0,600.0,0.0,0.0,0.0,600.0,0.0,0.0,
2013-03-27 10:10:00,0.0,,,,,,,,-70.0,14.795182861236826,13.0,4.0,7.0,2.0,0.0,0.0,0.0,600.0,0.0,0.0,0.0,600.0,0.0,0.0,
2013-03-27 10:20:00,0.0,-81.0,12.747548783981962,8.0,4.0,1.0,1.0,2.0,-66.0,21.969092508363328,13.0,4.0,6.0,3.0,0.0,0.0,0.0,600.0,0.0,0.0,0.0,600.0,0.0,0.0,
2013-03-27 10:30:00,0.0,,,,,,,,,,,,,,0.0,0.0,0.0,600.0,0.0,0.0,0.0,600.0,0.0,0.0,
2013-03-27 10:40:00,0.0,-84.0,10.418904521521034,8.0,5.0,1.0,1.0,1.0,-71.0,16.185477965438555,12.0,4.0,6.0,2.0,0.0,0.0,0.0,600.0,0.0,0.0,0.0,600.0,0.0,0.0,
2013-03-27 10:50:00,0.0,,,,,,,,,,,,,,0.0,0.0,0.0,600.0,0.0,0.0,0.0,600.0,0.0,0.0,
2013-03-27 11:00:00,0.0,-83.0,10.974718422102887,9.0,5.0,1.0,1.0,2.0,-61.0,27.366618683750797,12.0,4.0,4.0,4.0,0.0,0.0,0.0,600.0,0.0,0.0,0.0,600.0,0.0,0.0,
2013-03-27 11:10:00,0.0,,,,,,,,-68.0,14.998989864977473,12.0,4.0,4.0,4.0,0.0,0.0,0.0,600.0,0.0,0.0,0.0,600.0,0.0,0.0,
2013-03-27 11:20:00,0.0,-81.0,9.762171889492626,5.0,3.0,0.0,1.0,1.0,-69.0,15.274012391819463,12.0,4.0,4.0,4.0,0.0,0.0,0.0,600.0,0.0,0.0,0.0,600.0,0.0,0.0,
2013-03-27 11:30:00,0.0,,,,,,,,,,,,,,0.0,0.0,0.0,600.0,0.0,0.0,0.0,600.0,0.0,0.0,
2013-03-27 11:40:00,0.0,-79.0,9.148770409186143,5.0,3.0,0.0,1.0,1.0,-63.5,28.77597640100053,12.0,4.0,5.0,3.0,0.0,0.0,0.0,600.0,0.0,0.0,0.0,600.0,0.0,0.0,
2013-03-27 11:50:00,0.0,,,,,,,,,,,,,,0.0,0.0,0.0,600.0,0.0,0.0,0.0,600.0,0.0,0.0,
2013-03-27 12:00:00,0.0,-81.0,12.722464820588467,9.0,4.0,2.0,1.0,2.0,-57.0,31.205891948599906,13.0,4.0,5.0,4.0,0.0,0.0,0.0,600.0,0.0,0.0,0.0,600.0,0.0,0.0,
2013-03-27 12:10:00,0.0,,,,,,,,-71.0,16.262617479136846,11.0,4.0,5.0,2.0,0.0,0.0,0.0,600.0,0.0,0.0,0.0,600.0,0.0,0.0,
2013-03-27 12:20:00,0.0,-83.0,13.057564857200596,9.0,3.0,3.0,1.0,2.0,-71.0,16.262617479136846,11.0,4.0,5.0,2.0,0.0,0.0,0.0,600.0,0.0,0.0,0.0,600.0,0.0,0.0,
2013-03-27 12:30:00,0.0,,,,,,,,,,,,,,0.0,0.0,0.0,600.0,0.0,0.0,0.0,600.0,0.0,0.0,
2013-03-27 12:40:00,0.0,-84.0,11.84422704467093,8.0,3.0,3.0,0.0,2.0,-72.0,17.61714041391611,11.0,4.0,5.0,2.0,0.0,0.0,0.0,600.0,0.0,0.0,0.0,600.0,0.0,0.0,
2013-03-27 12:50:00,0.0,,,,,,,,,,,,,,0.0,0.0,0.0,600.0,0.0,0.0,0.0,600.0,0.0,0.0,
