timestamp,conversation,bt_level_avg,bt_level_std,bt_total_devices_around,bt_total_far,bt_total_farther,bt_total_near,bt_total_nearer,wifi_level_avg,wifi_level_std,wifi_total_devices_around,wifi_total_far,wifi_total_near,wifi_total_nearer,phone_in_dark,phone_charging,phone_locked,activity_inference_0,activity_inference_1,activity_inference_2,activity_inference_3,audio_inference_0,audio_inference_1,audio_inference_2,STRESSED
2013-03-27 04:00:00,153.0,,,,,,,,-88.0,6.1443603061078305,6.0,6.0,2.0,0.0,0.0,0.0,0.0,495.0,1.0,0.0,104.0,327.0,84.0,189.0,
2013-03-27 04:10:00,41.0,20686.0,,1.0,0.0,0.0,0.0,1.0,-83.5,7.081410747722512,17.0,13.0,4.0,1.0,0.0,0.0,0.0,585.0,13.0,2.0,0.0,310.0,208.0,82.0,
2013-03-27 04:20:00,0.0,,,,,,,,,,,,,,0.0,0.0,0.0,600.0,0.0,0.0,0.0,600.0,0.0,0.0,
2013-03-27 04:30:00,0.0,,,,,,,,,,,,,,0.0,0.0,0.0,600.0,0.0,0.0,0.0,600.0,0.0,0.0,
2013-03-27 04:40:00,0.0,23021.0,,1.0,0.0,0.0,0.0,1.0,-72.54545454545455,14.705037085771202,5.0,3.0,2.0,1.0,0.0,564.0,0.0,600.0,0.0,0.0,0.0,600.0,0.0,0.0,
2013-03-27 04:50:00,0.0,,,,,,,,-78.4,13.775492388168285,5.0,3.0,2.0,1.0,0.0,600.0,0.0,600.0,0.0,0.0,0.0,599.0,0.0,1.0,
2013-03-27 05:00:00,0.0,23021.0,,1.0,0.0,0.0,0.0,1.0,-73.1,14.496450014539032,3.0,1.0,2.0,1.0,0.0,600.0,0.0,600.0,0.0,0.0,0.0,413.0,1.0,186.0,
2013-03-27 05:10:00,0.0,,,,,,,,-76.5,14.144339142928303,4.0,2.0,2.0,1.0,0.0,600.0,0.0,600.0,0.0,0.0,0.0,599.0,1.0,0.0,
2013-03-27 05:20:00,0.0,23021.0,,1.0,0.0,0.0,0.0,1.0,-79.1,13.293268880050494,4.0,3.0,2.0,1.0,0.0,600.0,0.0,600.0,0.0,0.0,0.0,600.0,0.0,0.0,
2013-03-27 05:30:00,0.0,,,,,,,,-86.0,10.405281800018491,5.0,4.0,1.0,0.0,0.0,600.0,0.0,600.0,0.0,0.0,0.0,419.0,181.0,0.0,
2013-03-27 05:40:00,0.0,23021.0,,1.0,0.0,0.0,0.0,1.0,-83.6,12.224789915773183,6.0,4.0,2.0,1.0,0.0,600.0,0.0,600.0,0.0,0.0,0.0,570.0,1.0,29.0,
2013-03-27 05:50:00,0.0,,,,,,,,-78.45454545454545,12.859699904977271,3.0,2.0,2.0,1.0,0.0,214.0,0.0,600.0,0.0,0.0,0.0,596.0,0.0,4.0,0.0
2013-03-27 06:00:00,0.0,23021.0,,1.0,0.0,0.0,0.0,1.0,-83.1,15.981543306475865,6.0,5.0,1.0,1.0,0.0,0.0,0.0,465.0,96.0,0.0,39.0,597.0,0.0,3.0,
